iter	Accuracy	Logloss
1009	0.9693	0.2041375893
1010	0.9694	0.2040474789
1011	0.9695	0.2039273341
1012	0.9697	0.2036306456
1013	0.9696	0.203491106
1014	0.9698	0.2033715871
1015	0.9697	0.2031881323
1016	0.9696	0.2031454987
1017	0.9697	0.2030218926
1018	0.9697	0.2026758167
1019	0.9699	0.2025396091
1020	0.9702	0.2024428028
1021	0.9703	0.2021744081
1022	0.9704	0.2020668753
1023	0.9703	0.2020361748
1024	0.9702	0.201918769
1025	0.9705	0.2016831189
1026	0.9704	0.2015514987
1027	0.9707	0.2013240817
1028	0.9707	0.2011740789
1029	0.9711	0.2008957616
1030	0.972	0.2005631012
1031	0.9721	0.2002138393
1032	0.972	0.2000128721
1033	0.972	0.1997325443
1034	0.9721	0.1996595001
1035	0.9719	0.199505471
1036	0.9724	0.1992721121
1037	0.9724	0.1991684307
1038	0.9727	0.1989958589
1039	0.9728	0.1988821952
1040	0.9726	0.1987220877
1041	0.9727	0.1985937105
1042	0.9728	0.1984587415
1043	0.9729	0.1983239682
1044	0.973	0.1981957694
1045	0.9729	0.1980243052
1046	0.9731	0.1978923676
1047	0.9733	0.1977673478
1048	0.9736	0.197585608
1049	0.9735	0.1974694382
1050	0.9734	0.1973033671
1051	0.9735	0.1970759657
1052	0.9735	0.1970305107
1053	0.9734	0.196971902
1054	0.9736	0.1967957008
1055	0.9735	0.196668506
1056	0.9732	0.1965870704
1057	0.9733	0.1964972218
1058	0.9735	0.1963458621
1059	0.9736	0.1961638204
1060	0.9736	0.1959677493
1061	0.9738	0.1958824326
1062	0.9739	0.1957664092
1063	0.9739	0.1955523211
1064	0.9742	0.1953944289
1065	0.9744	0.1952417495
1066	0.9741	0.1951031841
1067	0.9742	0.1949892083
1068	0.974	0.1946954737
1069	0.9745	0.1944867026
1070	0.9747	0.1943950566
1071	0.9747	0.1942558594
1072	0.9748	0.1940685497
1073	0.9749	0.1939116238
1074	0.9748	0.1938366214
1075	0.9748	0.1937546568
1076	0.975	0.1936605689
1077	0.9752	0.1934521951
1078	0.9751	0.1932669916
1079	0.9751	0.1932023672
1080	0.9751	0.1931030074
1081	0.9752	0.1928481479
1082	0.9753	0.1926738997
1083	0.9755	0.1924734115
1084	0.9757	0.1922662291
1085	0.9759	0.1920297886
1086	0.976	0.1918548545
1087	0.976	0.1916454714
1088	0.976	0.1915203256
1089	0.9762	0.1914036282
1090	0.9761	0.1911261422
1091	0.9761	0.1910170858
1092	0.9763	0.1908423361
1093	0.9764	0.1907226693
1094	0.9763	0.1905891588
1095	0.9762	0.1904902584
1096	0.9763	0.1903420694
1097	0.9762	0.1901922764
1098	0.9765	0.189975813
1099	0.9764	0.1898237429
1100	0.9765	0.1897460066
1101	0.9766	0.1896101313
1102	0.977	0.1893494356
1103	0.9774	0.1891087522
1104	0.9774	0.1889532119
1105	0.9773	0.1888100908
1106	0.9775	0.1886427343
1107	0.9779	0.1884161511
1108	0.9776	0.1883062361
1109	0.9776	0.1881234946
1110	0.9776	0.187968962
1111	0.9777	0.1877995468
1112	0.9778	0.1877345132
1113	0.978	0.1875789798
1114	0.978	0.1874720886
1115	0.9781	0.1872659402
1116	0.9782	0.1872002088
1117	0.9781	0.1870199971
1118	0.9783	0.1868157599
1119	0.9782	0.186574455
1120	0.9781	0.1864768706
1121	0.9783	0.1862859979
1122	0.9784	0.1861392338
1123	0.9784	0.1859531833
1124	0.9785	0.1857695876
1125	0.9785	0.1856877497
1126	0.9783	0.1854910462
1127	0.9786	0.1853342786
1128	0.9789	0.185144512
1129	0.9789	0.1850653174
1130	0.9788	0.1849812937
1131	0.9789	0.1848841111
1132	0.979	0.1846811566
1133	0.9791	0.1844792312
1134	0.9792	0.1843409677
1135	0.9791	0.1841079933
1136	0.9792	0.1840115163
1137	0.9791	0.1838281873
1138	0.9792	0.1835974567
1139	0.9793	0.1834831263
1140	0.9793	0.1834045074
1141	0.9793	0.1831947003
1142	0.9793	0.1831340769
1143	0.9798	0.1829026882
1144	0.9799	0.1827435428
1145	0.9799	0.1825850251
1146	0.9798	0.1825101767
1147	0.9799	0.1822917409
1148	0.9801	0.1821747762
1149	0.98	0.1819762439
1150	0.9802	0.1819005461
1151	0.9803	0.18175673
1152	0.9804	0.1816278401
1153	0.9804	0.1815284958
1154	0.9804	0.1814572611
1155	0.9804	0.1812425407
1156	0.9803	0.1811300069
1157	0.9802	0.1810481504
1158	0.9802	0.1809353501
1159	0.9806	0.1807020507
1160	0.9807	0.1805461902
1161	0.9805	0.180369396
1162	0.9807	0.1802672244
1163	0.9807	0.1801747931
1164	0.9808	0.1800943153
1165	0.9811	0.179960932
1166	0.9811	0.1797741777
1167	0.9813	0.179687363
1168	0.9812	0.1795545462
1169	0.9811	0.1793445571
1170	0.9811	0.1792377081
1171	0.9812	0.1791033694
1172	0.9812	0.1789953711
1173	0.9817	0.1788308178
1174	0.982	0.1786311725
1175	0.982	0.1784916159
1176	0.9821	0.1783510946
1177	0.9823	0.1781635661
1178	0.9822	0.1779853347
1179	0.9822	0.17779332
1180	0.9822	0.1776312934
1181	0.9825	0.1773602411
1182	0.9825	0.1772132325
1183	0.9826	0.1771355053
1184	0.9824	0.1769904766
1185	0.9824	0.1768155689
1186	0.9824	0.1766825572
1187	0.9826	0.176498625
1188	0.9826	0.1764210694
1189	0.9826	0.1763157767
1190	0.9826	0.1761405369
1191	0.9825	0.1759829062
1192	0.9824	0.1758402151
1193	0.9828	0.1756615474
1194	0.9829	0.1755085217
1195	0.983	0.1753112025
1196	0.983	0.1752153062
1197	0.983	0.1750864438
1198	0.9831	0.1749022014
1199	0.9831	0.1748615475
